,Unnamed: 0,HOMO,LUMO,GAP,R2,ZPVE,U0,U,H,G,Cv,vibrational_frequencies,E1,E2,f1,f2,smiles,nN,nO,nHBAcc,nHBDon,TopoPSA,GGI1,Diameter
10291,10291,-0.2606,-0.0483,0.2123,886.0748,0.104686,-419.684298,-419.676626,-419.675682,-419.716057,28.041,"[128.7338, 176.31, 225.9341, 242.7655, 266.5662, 306.1493, 393.9753, 477.6776, 487.3442, 524.8607, 609.7322, 716.7378, 756.4824, 911.1781, 962.9801, 990.8497, 1034.394, 1062.1858, 1099.4744, 1126.5678, 1227.262, 1255.1997, 1301.8105, 1383.6026, 1428.1478, 1438.0979, 1443.2761, 1488.262, 1735.0008, 1794.9523, 2880.8662, 2925.2852, 3130.7708, 3195.3826, 3232.7685, 3590.0683]",0.16196372,0.16619678,0.00049018,0.00184152,OC1CC1(C=O)C=O,0,3,3,1,54.37,3,4
10292,10292,-0.2513,0.0633,0.3146,1075.7553,0.17637,-386.122242,-386.113119,-386.112175,-386.15556,34.056,"[109.0423, 117.7481, 157.7449, 202.9804, 228.0996, 258.7074, 308.724, 343.0919, 387.6129, 408.782, 468.0667, 550.6793, 625.9063, 731.6568, 845.9747, 887.0926, 923.879, 941.4304, 958.5768, 976.2952, 1017.8331, 1034.7034, 1059.4552, 1080.5455, 1109.7319, 1133.3132, 1187.5096, 1207.6861, 1220.3962, 1303.3826, 1327.6143, 1370.456, 1397.4903, 1410.4577, 1418.997, 1431.3738, 1469.2812, 1487.811, 1493.8357, 1498.3642, 1507.0271, 1514.4189, 2949.0446, 2993.2142, 3032.6443, 3067.7017, 3082.7456, 3090.5164, 3106.0942, 3118.1412, 3124.8607, 3202.7428, 3739.64, 3796.3677]",0.27012258,0.28389496,0.00673804,0.00672013,CC1CC1(CO)CO,0,2,2,2,40.46,3,4
10293,10293,-0.2513,0.0675,0.3188,1039.825,0.165289,-402.168594,-402.159669,-402.158725,-402.20197,32.928,"[92.1393, 100.4614, 155.7586, 194.6998, 227.4291, 269.6203, 345.0998, 361.1559, 430.895, 446.8803, 517.2602, 568.227, 641.8736, 742.327, 849.5545, 902.9265, 935.444, 966.0526, 973.0596, 1024.21, 1048.9274, 1071.0608, 1081.5887, 1108.2046, 1135.4608, 1201.5377, 1229.6458, 1244.7395, 1308.3648, 1351.1628, 1376.5563, 1392.4419, 1409.4482, 1429.601, 1463.6234, 1470.0996, 1491.27, 1493.5229, 1504.0374, 1511.3596, 2957.4488, 3035.4498, 3040.693, 3048.2568, 3087.714, 3097.3124, 3099.5484, 3133.7461, 3494.3879, 3719.0669, 3772.295]",0.26639696,0.27907393,0.01019132,0.01288511,CC1NC1(CO)CO,1,2,3,3,62.4,3,4
10294,10294,-0.259,0.0645,0.3235,1024.7392,0.152211,-422.049895,-422.041027,-422.040083,-422.083295,32.44,"[64.942, 139.0925, 168.2417, 191.4522, 207.1278, 283.5174, 325.0635, 392.5978, 433.0042, 474.2463, 494.6027, 566.6761, 591.2435, 729.0406, 819.9681, 896.3705, 933.742, 997.2928, 1009.5897, 1040.7169, 1052.1432, 1102.1299, 1129.1393, 1171.4301, 1193.3346, 1261.8902, 1270.8565, 1327.7108, 1354.6087, 1392.2821, 1412.3285, 1427.2245, 1462.0892, 1467.3641, 1488.4669, 1491.025, 1505.0714, 1511.8562, 2992.1731, 3019.9083, 3039.608, 3042.5119, 3077.3217, 3103.5334, 3111.8734, 3140.8698, 3727.4396, 3778.1646]",0.27432325,0.29123513,0.00081943,0.01095726,CC1OC1(CO)CO,0,3,3,2,52.99,3,4
10295,10295,-0.2549,0.0823,0.3373,1171.9424,0.222131,-314.272914,-314.262845,-314.261901,-314.307468,37.552,"[60.9973, 105.1083, 151.4032, 177.5152, 211.34, 227.8633, 233.0486, 295.565, 304.8673, 389.7007, 418.3276, 463.8643, 531.5282, 665.806, 760.2886, 794.6792, 805.2631, 872.6063, 901.9594, 909.402, 977.1703, 983.6937, 1038.8333, 1044.6432, 1049.5028, 1062.0435, 1088.5265, 1129.8978, 1133.4379, 1149.0079, 1193.5472, 1256.4128, 1273.8167, 1321.7348, 1335.2861, 1362.1684, 1387.426, 1407.4047, 1409.7245, 1412.561, 1432.0105, 1478.7673, 1485.1515, 1493.2527, 1495.3303, 1501.0191, 1503.22, 1503.6019, 1507.9207, 1514.2712, 3019.4136, 3023.4621, 3027.8253, 3034.6313, 3035.012, 3049.8683, 3068.6789, 3082.5618, 3101.0506, 3101.7467, 3101.7567, 3102.9608, 3107.5999, 3115.4705, 3122.3841, 3197.2045]",0.28445227,0.29607805,0.00858928,0.00428639,CCC1(CC)CC1C,0,0,0,0,0,3,4
10296,10296,-0.249,0.0777,0.3267,1113.182,0.198468,-350.196618,-350.186825,-350.185881,-350.230935,36.37,"[55.0749, 100.5148, 166.7558, 188.8057, 223.2709, 261.4841, 278.1209, 298.0258, 307.8578, 374.9038, 422.1915, 474.7786, 578.0307, 682.6543, 767.2523, 790.5428, 824.9576, 889.568, 909.0186, 957.7213, 984.0843, 1023.555, 1038.8957, 1050.3036, 1073.0549, 1094.5964, 1127.918, 1131.8503, 1179.7206, 1260.0931, 1265.586, 1294.7981, 1320.3438, 1342.1831, 1364.7817, 1394.2962, 1405.2396, 1408.6207, 1429.2833, 1477.5852, 1483.8672, 1491.4315, 1500.353, 1501.5603, 1505.5692, 1511.8386, 3020.6537, 3027.87, 3035.38, 3036.8964, 3052.1552, 3082.7168, 3085.7793, 3101.9122, 3103.1021, 3105.317, 3116.5949, 3120.4139, 3207.9238, 3807.581]",0.26334111,0.28435457,0.00632113,0.02484162,CCC1(CC)CC1O,0,1,1,1,20.23,3,4
10297,10297,-0.2186,0.0873,0.3059,1150.3087,0.20997,-330.306151,-330.296062,-330.295118,-330.34136,36.778,"[34.4767, 78.0905, 155.1533, 192.5361, 209.934, 220.5692, 239.076, 257.3285, 315.3457, 372.0239, 453.9162, 488.7968, 520.0583, 663.2049, 727.0479, 782.9276, 828.9814, 882.1388, 906.3032, 990.8238, 994.4498, 1045.6073, 1052.5933, 1075.1094, 1090.8701, 1121.345, 1136.1598, 1153.7031, 1183.7157, 1211.6221, 1238.2728, 1290.8629, 1306.053, 1359.804, 1382.2934, 1392.545, 1411.0229, 1414.5571, 1450.1085, 1477.5812, 1481.3669, 1489.18, 1493.2154, 1499.054, 1505.3016, 1507.5211, 1510.8707, 1521.9734, 2973.2717, 3006.7438, 3018.774, 3036.9196, 3040.4023, 3051.0309, 3059.2635, 3075.9412, 3079.9497, 3095.2567, 3101.0301, 3102.5813, 3114.1976, 3130.2873, 3165.0962]",0.24636436,0.26712352,0.02480826,0.04326561,CCC1(CC)CN1C,1,0,1,0,3.01,3,4
10298,10298,-0.2528,0.0786,0.3314,1137.1078,0.197761,-350.204628,-350.194647,-350.193703,-350.23965,36.184,"[36.9519, 90.975, 158.7735, 175.995, 190.0329, 213.3776, 258.462, 282.357, 323.2572, 383.1827, 426.5906, 484.7878, 575.7693, 679.0268, 764.8003, 783.9282, 799.9717, 908.2166, 928.7972, 958.6225, 1008.0125, 1026.7976, 1045.6693, 1069.8623, 1117.1086, 1131.8282, 1135.3136, 1175.4781, 1241.7809, 1273.1769, 1302.7664, 1333.4799, 1365.2016, 1391.3477, 1405.4243, 1408.7291, 1411.2479, 1465.8937, 1476.5613, 1483.3752, 1493.1783, 1500.1613, 1502.3631, 1505.4903, 1508.486, 1516.7309, 3031.0227, 3036.7545, 3037.8508, 3038.3601, 3045.0382, 3065.4089, 3071.4435, 3087.6759, 3095.6536, 3105.7961, 3107.3328, 3111.2493, 3117.2414, 3136.7794]",0.27710357,0.29921172,0.01495881,0.0043286,CCC1(CC)OC1C,0,1,1,0,12.53,3,4
10299,10299,-0.2396,0.0846,0.3242,1101.9959,0.197852,-350.189914,-350.180023,-350.179079,-350.224199,36.13,"[79.1656, 117.6476, 148.9614, 177.6025, 198.198, 209.9735, 215.6625, 276.7323, 319.8129, 413.3266, 420.9634, 474.1209, 555.3125, 682.136, 779.8009, 816.6957, 872.8856, 892.4665, 939.1323, 985.5728, 1007.9894, 1033.2249, 1058.9347, 1097.8125, 1109.6304, 1124.2925, 1141.0413, 1179.7235, 1188.3402, 1217.635, 1240.9943, 1292.0297, 1322.9547, 1373.3985, 1401.7922, 1407.7526, 1421.2105, 1467.4597, 1478.2452, 1486.8369, 1493.2909, 1493.9864, 1499.7971, 1504.1139, 1509.2975, 1512.776, 2988.083, 3024.365, 3028.657, 3038.9769, 3039.6584, 3075.1639, 3084.6086, 3103.1141, 3105.7179, 3111.7455, 3120.8313, 3127.2403, 3138.2695, 3220.0395]",0.26647437,0.28629924,0.00565132,0.01284617,CCC1(CC1C)OC,0,1,1,0,9.23,3,4
10300,10300,-0.2418,0.0796,0.3214,1045.7037,0.174331,-386.11246,-386.102907,-386.101963,-386.146413,34.843,"[76.041, 119.9827, 163.9351, 181.9344, 205.7139, 218.8893, 273.7807, 302.5366, 328.5391, 417.9836, 452.1221, 497.9965, 583.8617, 687.8579, 782.994, 832.8739, 885.0105, 957.7361, 964.8746, 1001.1309, 1024.1314, 1052.8445, 1100.8099, 1108.335, 1116.4613, 1176.2254, 1184.2373, 1214.4442, 1245.1175, 1271.1956, 1306.0161, 1329.8835, 1377.0864, 1407.9255, 1410.5969, 1468.7004, 1481.0151, 1487.1079, 1495.4621, 1500.9739, 1508.5507, 1512.8152, 2993.5764, 3033.2, 3038.4521, 3046.8528, 3091.9555, 3101.0838, 3106.0154, 3114.4843, 3118.1032, 3132.4691, 3228.0628, 3802.2684]",0.26735786,0.27219604,0.00350255,0.02288155,CCC1(CC1O)OC,0,2,2,1,29.46,3,4
10301,10301,-0.2577,0.0723,0.33,1116.2714,0.198641,-350.194611,-350.184729,-350.183784,-350.229027,36.314,"[57.6224, 109.5921, 159.1361, 185.5449, 202.8975, 241.7762, 266.5911, 276.8122, 313.2609, 367.3249, 415.1581, 446.7395, 570.4724, 694.4413, 767.7444, 809.7221, 874.5001, 913.4026, 929.9194, 959.701, 1021.5334, 1025.3871, 1047.7499, 1060.4568, 1068.1225, 1109.1777, 1135.4823, 1143.6224, 1191.2255, 1235.648, 1246.4535, 1268.538, 1318.5922, 1336.1223, 1384.1854, 1408.3233, 1411.7982, 1430.5445, 1461.5827, 1480.7401, 1492.6882, 1497.2746, 1499.1099, 1502.2698, 1510.021, 1523.3684, 2965.5978, 2993.7957, 3028.7833, 3035.9387, 3043.5927, 3074.0236, 3084.1229, 3101.6885, 3103.8212, 3107.5362, 3122.6854, 3123.5, 3205.4222, 3830.647]",0.2621071,0.29251624,0.00182627,0.02512011,CCC1(CO)CC1C,0,1,1,1,20.23,3,4
10302,10302,-0.2499,0.0693,0.3192,1057.4447,0.175083,-386.117566,-386.107997,-386.107053,-386.151623,35.062,"[61.9373, 108.8935, 167.2065, 194.4951, 247.4488, 258.9751, 279.264, 286.7961, 311.4495, 383.7292, 421.668, 476.4468, 608.087, 699.5851, 778.9923, 824.4329, 909.5519, 924.6121, 947.189, 1020.8972, 1032.3955, 1037.4319, 1051.9673, 1082.774, 1107.7887, 1127.941, 1181.0671, 1237.5749, 1243.1585, 1270.4019, 1290.265, 1331.5574, 1343.4812, 1385.2799, 1403.7565, 1430.0147, 1461.7214, 1479.5679, 1493.0195, 1498.8067, 1507.2888, 1521.8856, 2964.5726, 2997.1735, 3036.6787, 3048.8408, 3083.4394, 3086.7752, 3102.2723, 3119.0584, 3127.9632, 3216.0851, 3809.4643, 3829.26]",0.26273779,0.26526549,0.00327152,0.00492808,CCC1(CO)CC1O,0,2,2,2,40.46,3,4
10303,10303,-0.2292,0.0824,0.3116,1070.9826,0.187387,-366.231104,-366.221568,-366.220624,-366.265274,34.928,"[66.2727, 91.9381, 157.7385, 177.4705, 213.0396, 235.1951, 288.2346, 297.2164, 379.1907, 438.9738, 468.1525, 503.2087, 561.4212, 706.4204, 779.3557, 818.1946, 888.6869, 909.2606, 971.1468, 1003.8021, 1036.9795, 1067.225, 1073.9584, 1094.419, 1126.2528, 1152.8185, 1169.9817, 1197.5116, 1221.9951, 1282.0026, 1311.6681, 1359.3966, 1366.8311, 1411.423, 1415.6735, 1432.9186, 1449.7867, 1481.9817, 1490.3144, 1492.4996, 1503.6855, 1504.8113, 1509.1608, 1516.4504, 2984.5374, 2997.7351, 3036.1868, 3041.349, 3064.7386, 3079.0762, 3079.8086, 3085.3503, 3098.2691, 3104.8727, 3111.8848, 3163.2501, 3781.6168]",0.25419988,0.26598521,0.01163329,0.03985916,CCC1(CO)CN1C,1,1,2,1,23.24,3,4
10304,10304,-0.2406,0.0625,0.3031,1104.5666,0.187623,-366.239701,-366.230083,-366.229139,-366.273828,35.28,"[73.0094, 100.4652, 148.4774, 182.4461, 207.1053, 252.3249, 261.5765, 333.4457, 347.0696, 384.5032, 437.5679, 496.2306, 566.6302, 718.1998, 781.3875, 826.3958, 875.3802, 926.6281, 951.4936, 1005.5929, 1010.697, 1045.7912, 1057.3306, 1086.9994, 1101.7491, 1112.168, 1152.2512, 1202.768, 1247.3211, 1267.2111, 1327.4619, 1329.3417, 1377.4131, 1393.1839, 1402.118, 1409.7175, 1426.8901, 1461.7728, 1474.1711, 1491.2544, 1500.5759, 1502.1914, 1509.7337, 1514.1511, 2988.9023, 3023.3293, 3024.543, 3035.5054, 3074.8244, 3080.3805, 3092.167, 3094.2765, 3103.369, 3107.9823, 3133.7653, 3490.6427, 3827.3017]",0.26324444,0.27762289,0.03197508,0.0119598,CCC1(CO)NC1C,1,1,2,2,42.17,3,4
10305,10305,-0.2549,0.0802,0.3351,1079.8625,0.174833,-386.127997,-386.118463,-386.117519,-386.162224,34.516,"[67.9815, 90.6062, 163.9956, 179.1841, 186.7465, 230.2815, 277.7957, 317.2414, 373.1454, 421.1193, 465.7502, 484.1403, 607.3143, 708.5806, 785.6131, 798.4877, 909.8591, 924.9974, 983.6448, 1006.3265, 1010.3274, 1066.689, 1078.777, 1124.315, 1133.7815, 1176.1304, 1205.7725, 1256.2211, 1290.2818, 1334.0422, 1361.3825, 1397.6912, 1409.6772, 1413.276, 1428.6792, 1467.7086, 1484.8408, 1491.8743, 1498.3183, 1502.801, 1503.795, 1514.276, 2994.5385, 3036.743, 3039.8677, 3050.936, 3072.992, 3077.8141, 3088.1098, 3099.6966, 3109.0294, 3110.9226, 3137.8948, 3790.8607]",0.27667355,0.28417784,0.0016262,0.00935997,CCC1(CO)OC1C,0,2,2,1,32.76,3,4
10306,10306,-0.2351,0.0667,0.3018,953.1197,0.164772,-402.157219,-402.148321,-402.147377,-402.190463,32.873,"[82.0252, 124.656, 144.5043, 198.1304, 226.4297, 295.0973, 341.2363, 370.4746, 419.0681, 447.3047, 516.0694, 547.4703, 632.6459, 725.9813, 848.6609, 902.7697, 907.1945, 954.4514, 1025.9649, 1037.4873, 1060.5569, 1071.6081, 1127.5811, 1143.3343, 1151.6272, 1192.5521, 1203.3009, 1242.487, 1310.2745, 1355.7634, 1364.943, 1408.3577, 1426.902, 1447.4935, 1471.0071, 1482.4423, 1492.0551, 1498.5534, 1509.8399, 1525.2991, 2958.5704, 2997.9958, 3020.5164, 3073.9106, 3081.3201, 3083.3883, 3086.5433, 3122.2728, 3168.2022, 3718.0627, 3782.0487]",0.25658972,0.26814442,0.00448855,0.01592385,CN1CC1(CO)CO,1,2,3,2,43.47,3,4
10307,10307,-0.2406,0.0702,0.3108,1051.7918,0.174449,-386.111123,-386.101426,-386.100482,-386.145242,34.861,"[83.0935, 110.7777, 158.646, 171.1682, 192.83, 216.7324, 254.1524, 274.3419, 335.9471, 381.7997, 414.425, 471.4337, 594.0947, 707.4171, 825.1741, 888.8075, 921.2701, 938.134, 963.0624, 1019.7326, 1046.7638, 1060.8463, 1098.6285, 1115.2114, 1141.0865, 1185.9957, 1190.1038, 1217.0634, 1242.0907, 1248.0493, 1268.2625, 1331.6347, 1401.1833, 1420.9501, 1461.3674, 1475.1145, 1482.4369, 1485.1398, 1493.5744, 1502.0605, 1504.2922, 1516.7769, 2975.4397, 3006.9023, 3014.7937, 3034.9212, 3082.3938, 3091.3542, 3119.718, 3121.6747, 3133.4025, 3138.5811, 3220.2785, 3823.1993]",0.26026188,0.27420702,0.00109746,0.01161038,COC1(CO)CC1C,0,2,2,1,29.46,3,4
10308,10308,-0.2349,0.0613,0.2963,983.6735,0.151367,-422.032788,-422.023641,-422.022697,-422.066369,33.222,"[73.7636, 129.898, 144.699, 172.1438, 246.039, 280.1743, 309.2057, 351.3189, 372.7959, 401.3486, 448.2771, 490.3704, 677.9539, 721.618, 821.1416, 903.588, 912.009, 968.6322, 1022.394, 1046.0518, 1069.0401, 1078.7569, 1095.9601, 1145.3188, 1180.8913, 1194.2261, 1211.0442, 1263.2622, 1306.3792, 1334.9345, 1357.6652, 1431.8559, 1436.8181, 1473.6468, 1484.3625, 1490.5212, 1509.5943, 1515.7495, 2971.9489, 3014.5555, 3072.3089, 3080.2329, 3123.6244, 3131.5969, 3167.2246, 3223.172, 3787.9184, 3796.2166]",0.25039334,0.27895346,0.00625136,0.00912333,COC1(CO)CC1O,0,3,3,2,49.69,3,4
10309,10309,-0.2454,0.0565,0.3019,1011.4445,0.152419,-422.043078,-422.034108,-422.033163,-422.076302,33.113,"[95.5968, 116.9715, 181.4751, 210.7655, 257.6959, 272.8506, 282.7097, 358.8302, 380.4636, 422.8571, 485.1633, 526.9704, 605.8935, 734.033, 844.5087, 926.7999, 944.8316, 967.1188, 976.4697, 1027.8494, 1046.2895, 1067.1067, 1076.8111, 1111.1504, 1177.2907, 1216.2859, 1238.7073, 1246.5408, 1289.5527, 1327.4541, 1355.5652, 1377.952, 1428.6863, 1456.7237, 1462.5149, 1488.724, 1509.3536, 1523.719, 2950.3885, 2975.6454, 3011.022, 3082.2086, 3106.7964, 3131.1963, 3220.6306, 3762.7255, 3812.199, 3830.9649]",0.26880716,0.27059413,0.00839189,0.00788034,OCC1(CO)CC1O,0,3,3,3,60.69,3,4
10310,10310,-0.2473,0.044,0.2913,1036.8168,0.151609,-347.755729,-347.746666,-347.745722,-347.78907,33.547,"[82.7045, 140.7508, 147.4193, 173.3828, 213.8121, 270.5718, 341.4312, 380.9814, 401.964, 475.2211, 543.5664, 562.2696, 583.5944, 659.6344, 697.5269, 797.5221, 887.8733, 918.3619, 944.3425, 969.759, 1016.8056, 1071.1165, 1080.3917, 1099.5289, 1128.1117, 1187.4875, 1202.064, 1289.8643, 1304.8266, 1376.6982, 1406.0225, 1422.3701, 1436.8235, 1486.1641, 1493.5874, 1504.3314, 1507.7756, 2222.9669, 2981.7405, 3035.093, 3093.1032, 3095.4571, 3115.8409, 3134.3442, 3150.2642, 3225.1779, 3501.6478, 3786.3311]",0.25416688,0.27050264,0.00187765,0.04197015,CC1CC1(CO)C#C,0,1,1,1,20.23,3,4
10311,10311,-0.2795,0.0261,0.3056,1013.6202,0.14128,-363.863542,-363.854782,-363.853837,-363.896887,31.487,"[71.2159, 139.6994, 148.7894, 176.9722, 215.4967, 272.1574, 334.3915, 371.7789, 398.672, 485.0697, 568.0405, 583.0832, 697.4979, 799.137, 887.8642, 917.9548, 949.1788, 959.6017, 1020.6201, 1075.7088, 1081.4952, 1095.3128, 1128.8079, 1185.1946, 1202.3979, 1287.7487, 1305.3351, 1385.6355, 1406.9674, 1418.6206, 1432.2823, 1483.9444, 1492.6169, 1504.095, 1505.6011, 2340.0553, 2998.1759, 3039.2357, 3100.6277, 3103.6963, 3118.5954, 3139.7464, 3153.625, 3231.0527, 3800.846]",0.28214529,0.28837811,0.00260764,0.00404532,CC1CC1(CO)C#N,1,1,2,1,44.02,3,4
10312,10312,-0.2469,0.0223,0.2691,1009.9038,0.142447,-360.025634,-360.016816,-360.015872,-360.059008,31.553,"[77.1454, 140.0554, 150.2878, 170.028, 206.522, 242.6478, 314.1079, 370.5603, 408.7871, 499.9511, 577.9041, 597.9787, 681.4463, 795.6739, 856.2779, 875.4778, 939.2997, 979.6963, 1030.8655, 1055.5858, 1087.5358, 1109.4002, 1124.8549, 1192.422, 1243.3131, 1271.0449, 1333.0082, 1342.7221, 1407.6982, 1431.0486, 1453.7811, 1487.7627, 1492.8492, 1502.0397, 1653.1024, 2349.1087, 3001.28, 3043.3217, 3067.7602, 3104.5292, 3120.643, 3143.0454, 3499.3015, 3512.2823, 3582.6441]",0.25173418,0.26704031,0.01484812,0.03014463,CC1NC1(CN)C#N,3,0,3,2,71.75,3,4
10313,10313,-0.2473,0.0253,0.2726,988.5147,0.140745,-363.802661,-363.794063,-363.793119,-363.835273,32.21,"[121.8306, 147.9711, 163.3837, 204.6529, 213.6661, 295.2686, 349.2371, 466.1193, 486.4478, 521.618, 537.8832, 562.7213, 607.1769, 660.9114, 691.5577, 769.0469, 871.967, 960.7623, 1023.3622, 1061.6985, 1067.1811, 1079.155, 1101.7992, 1131.1327, 1235.4453, 1247.5017, 1259.898, 1318.0422, 1373.4719, 1410.3764, 1438.2108, 1467.4539, 1495.5555, 1507.2859, 1516.5998, 2231.701, 2981.697, 3039.1598, 3061.897, 3097.7167, 3120.0366, 3159.9098, 3501.2525, 3520.4431, 3699.642]",0.24679666,0.26611355,0.03219052,0.05282802,CC1NC1(CO)C#C,1,1,2,2,42.17,3,4
10314,10314,-0.2722,0.0125,0.2848,988.6027,0.130009,-379.905132,-379.896561,-379.895617,-379.938517,30.492,"[56.8711, 144.5506, 148.6547, 171.4033, 215.9083, 275.6275, 376.3047, 402.7634, 442.4551, 506.5294, 576.8431, 597.0128, 705.9492, 812.1243, 875.8282, 936.8564, 977.0926, 1031.3364, 1056.9923, 1086.784, 1108.2547, 1127.9742, 1206.2374, 1245.2481, 1301.8071, 1331.3916, 1382.7036, 1408.4906, 1426.5296, 1453.3535, 1488.2455, 1492.0734, 1502.8932, 2348.7199, 3026.9546, 3045.74, 3096.475, 3107.0884, 3121.6123, 3145.1333, 3512.3203, 3790.034]",0.26613772,0.28152996,0.03342561,0.04136866,CC1NC1(CO)C#N,2,1,3,2,65.96,3,4
10315,10315,-0.2539,0.0104,0.2644,993.4761,0.129325,-379.905245,-379.896476,-379.895532,-379.938607,31.003,"[76.3473, 145.4218, 149.964, 169.2798, 204.1576, 237.5295, 311.4491, 376.6724, 407.9258, 503.8253, 572.7917, 598.959, 683.0784, 786.5061, 841.5747, 925.6332, 937.1247, 989.6093, 1033.0129, 1084.3592, 1116.6918, 1157.0651, 1197.9926, 1241.7953, 1317.5228, 1347.915, 1407.5062, 1428.3312, 1453.713, 1485.2229, 1490.2782, 1503.9895, 1657.1689, 2359.7782, 3001.9475, 3046.0884, 3066.8322, 3101.9056, 3108.162, 3145.7528, 3506.0688, 3590.1276]",0.25184817,0.27301775,0.01897958,0.00661186,CC1OC1(CN)C#N,2,1,3,1,62.34,3,4
10316,10316,-0.2612,0.0214,0.2826,995.8855,0.127198,-383.679246,-383.67036,-383.669416,-383.712741,32.035,"[62.3292, 140.3345, 146.4001, 164.1713, 209.6363, 274.2771, 371.8271, 387.3754, 422.3329, 496.9441, 556.2738, 582.5452, 623.3107, 663.5075, 704.3439, 794.6321, 913.3491, 946.4313, 986.213, 1033.0401, 1083.2234, 1116.924, 1164.3334, 1208.7222, 1266.8823, 1325.0874, 1382.161, 1406.722, 1427.7927, 1450.6942, 1485.9704, 1491.7745, 1504.3269, 2239.0069, 3024.1516, 3043.8103, 3092.1054, 3094.0356, 3104.2572, 3143.6132, 3501.5923, 3796.9128]",0.25518025,0.26533439,0.01429715,0.01252336,CC1OC1(CO)C#C,0,2,2,1,32.76,3,4
10317,10317,-0.2889,0.0006,0.2896,973.4342,0.11684,-399.784137,-399.775597,-399.774652,-399.817429,29.997,"[65.8466, 146.5221, 146.9525, 170.5942, 206.8335, 274.0484, 380.1674, 396.3164, 422.2837, 505.5432, 571.2657, 597.4291, 709.1989, 794.3522, 915.7561, 947.1746, 994.1075, 1027.7019, 1088.0257, 1118.6459, 1160.5915, 1209.7177, 1263.0068, 1331.5889, 1386.0367, 1408.247, 1423.5935, 1451.5316, 1485.4108, 1488.6753, 1503.2436, 2359.9415, 3030.9122, 3048.4092, 3094.3528, 3103.6913, 3110.6948, 3147.9269, 3800.3764]",0.26906829,0.2841376,0.00473,0.02528233,CC1OC1(CO)C#N,1,2,3,1,56.55,3,4
10318,10318,-0.236,0.0574,0.2934,1086.9273,0.174738,-311.833738,-311.824345,-311.823401,-311.867276,35.107,"[87.8396, 142.4622, 151.2744, 168.3618, 213.8909, 226.3222, 285.2556, 345.2225, 389.6442, 470.5781, 540.9195, 557.8341, 578.5007, 641.6192, 653.2488, 778.1117, 802.5799, 883.6238, 908.3068, 922.0944, 985.7774, 1022.8721, 1037.0074, 1069.5233, 1098.7716, 1129.2671, 1135.6688, 1193.843, 1254.3855, 1288.2558, 1323.92, 1362.2438, 1405.7697, 1410.2426, 1426.4149, 1476.6375, 1489.8827, 1495.5452, 1496.6167, 1504.693, 1509.2877, 2227.2655, 3031.2155, 3035.3729, 3037.5083, 3077.8956, 3090.6348, 3105.0301, 3111.1852, 3118.2162, 3128.546, 3150.5331, 3220.6773, 3502.9057]",0.25484081,0.27015716,0.00027401,0.06015688,CCC1(CC1C)C#C,0,0,0,0,0,3,4
10319,10319,-0.277,0.0389,0.3159,1061.6945,0.164522,-327.942953,-327.933899,-327.932955,-327.976424,32.94,"[82.9464, 139.5315, 149.8173, 171.0899, 213.9325, 222.0487, 290.1112, 344.7833, 392.2451, 474.6588, 572.0719, 583.3845, 650.9061, 778.1716, 803.9316, 883.0847, 907.3126, 921.8882, 987.7262, 1023.5456, 1039.0043, 1073.2172, 1098.3739, 1131.0487, 1137.5857, 1195.2294, 1251.5572, 1290.4126, 1323.7129, 1362.4234, 1407.3505, 1413.2703, 1427.7078, 1476.1978, 1488.2356, 1494.4121, 1496.8138, 1502.9915, 1507.5961, 2343.0543, 3037.1888, 3039.5997, 3041.7199, 3084.2484, 3098.9817, 3110.7966, 3116.1806, 3119.8757, 3133.9468, 3154.3366, 3226.5293]",0.28896158,0.30219746,0.00076952,0.02886571,CCC1(CC1C)C#N,1,0,1,0,23.79,3,4
10320,10320,-0.2401,0.0496,0.2897,1029.3966,0.150941,-347.756298,-347.747166,-347.746222,-347.789593,33.942,"[88.1053, 146.3702, 154.4751, 182.516, 223.3552, 250.7082, 294.438, 352.3884, 424.1771, 489.7017, 538.5773, 576.3828, 601.7306, 642.438, 655.443, 783.476, 817.8221, 899.6657, 916.0524, 977.1358, 1016.2624, 1045.819, 1057.1969, 1099.7934, 1120.6082, 1178.9975, 1251.0482, 1263.8664, 1307.9414, 1331.2644, 1360.2601, 1410.9428, 1418.5226, 1473.4175, 1488.3229, 1497.0238, 1509.005, 2230.6678, 3035.9113, 3043.8907, 3092.4082, 3105.3672, 3113.611, 3116.1785, 3133.519, 3229.3197, 3503.688, 3805.5857]",0.25602712,0.26659702,0.00057767,0.04705404,CCC1(CC1O)C#C,0,1,1,1,20.23,3,4
10321,10321,-0.2788,0.0312,0.31,1003.9745,0.140834,-363.864629,-363.855873,-363.854929,-363.897797,31.708,"[81.9618, 150.1827, 159.4145, 185.3598, 224.6719, 248.1015, 298.4676, 357.3444, 431.2005, 504.6505, 572.2578, 607.3181, 653.8688, 786.6314, 822.4702, 901.8704, 918.397, 977.4751, 1018.8988, 1054.7684, 1063.0884, 1101.3952, 1123.9914, 1185.5849, 1249.2039, 1265.0506, 1308.1383, 1332.708, 1363.4575, 1414.6502, 1423.7202, 1475.345, 1489.7458, 1498.6073, 1508.3074, 2347.1038, 3037.7699, 3049.0732, 3096.6608, 3110.9016, 3117.1152, 3118.985, 3139.8236, 3235.8058, 3807.6192]",0.27474972,0.29063668,0.01017192,0.00015073,CCC1(CC1O)C#N,1,1,2,1,44.02,3,4
